"X","PohiBra080_sorted.bam","PohiBra081_sorted.bam","PohiBra083_sorted.bam","PohiBra084_sorted.bam","PohiBra085_sorted.bam","PohiBra086_sorted.bam","PstrBra093_sorted.bam","PstrBra094_sorted.bam","PstrBra098_sorted.bam"
"FUN_011210",0,4,0,9,1,10,0,5,0
"FUN_011211",0,0,0,0,0,0,0,0,0
"FUN_011212",0,0,0,0,0,0,0,0,0
"FUN_011213",0,0,0,0,0,0,0,0,0
"FUN_011215",17,0,45,12,5,39,51,33,23
"FUN_011216",0,7,0,0,0,0,0,0,0
"FUN_011217",0,0,0,0,0,0,0,0,0
"FUN_011218",58,2,88,30,24,192,155,241,48
"FUN_011221",7,2,0,0,0,8,6,6,0
"FUN_011224",101,12,221,142,48,145,188,83,58
"FUN_011226",53,7,12,16,3,190,31,206,21
"FUN_011227",0,0,0,0,0,0,0,0,0
"FUN_011230",0,0,0,0,0,19,0,67,0
"FUN_011231",0,0,0,0,0,0,0,0,0
"FUN_011232",0,0,0,0,0,0,0,4,0
"FUN_011233",11,10,29,130,20,6,31,10,3
"FUN_011234",0,0,0,0,0,0,0,0,0
"FUN_011236",0,0,0,0,0,0,0,0,0
"FUN_011237",18,0,0,12,0,139,41,187,9
"FUN_011238",0,0,0,0,0,0,5,0,5
"FUN_011239",8,0,0,0,0,22,5,47,1
"FUN_011241",0,2,0,0,0,0,0,0,0
"FUN_011243",2,0,0,1,0,0,0,0,0
"FUN_011244",0,7,0,0,0,0,0,0,0
"FUN_011246",8,0,0,0,0,7,3,16,14
"FUN_011248",0,2,0,0,0,0,0,0,0
"FUN_011249",0,0,0,0,0,0,0,0,0
"FUN_011252",0,0,0,0,0,0,0,0,0
"FUN_011257",7,0,0,1,0,0,2,0,0
"FUN_011258",953,738,4136,967,709,2055,3140,2653,1231
"FUN_011259",0,0,0,0,3,7,0,2,3
"FUN_011261",2338,1559,4995,1264,1433,1864,3941,4658,1392
"FUN_011262",0,0,0,0,0,0,0,0,0
"FUN_011263",0,0,0,0,0,0,0,0,0
"FUN_011270",0,0,0,0,0,0,0,0,0
"FUN_011271",0,0,0,0,0,0,0,0,0
"FUN_011272",0,0,0,0,0,19,0,39,0
"FUN_011274",7,30,0,4,15,73,0,30,0
"FUN_011275",633,1040,2019,424,536,372,1020,904,452
"FUN_011276",1049,1487,4010,1261,1146,1071,1290,1658,1120
"FUN_011278",49,62,362,86,104,158,110,47,173
"FUN_011279",11,28,136,43,46,53,36,0,93
"FUN_011280",2,47,119,48,20,57,46,8,74
"FUN_011281",8,61,392,35,56,93,47,3,88
"FUN_011284",29,12,0,1,7,0,21,15,4
"FUN_011285",0,0,0,0,0,0,0,0,0
"FUN_011287",16,47,32,2,32,12,14,27,0
"FUN_011288",193,149,334,84,64,103,292,265,119
"FUN_011289",10,11,20,0,1,2,23,8,15
"FUN_011290",696,524,1719,436,567,2264,1019,4169,410
"FUN_011291",87,152,147,57,135,64,183,115,71
"FUN_011292",14,91,123,56,42,42,56,49,30
"FUN_011293",330,75,489,190,280,309,267,36,48
"FUN_011295",39,32,62,28,16,29,59,1,46
"FUN_011296",0,0,0,0,0,0,0,0,0
"FUN_011297",0,0,0,0,0,0,0,0,0
"FUN_011298",177,359,678,335,346,592,438,515,377
"FUN_011302",24,0,13,6,20,69,42,103,11
"FUN_011303",0,0,0,0,0,0,0,0,0
"FUN_011308",50,28,76,18,17,12,58,27,8
"FUN_011310",93,37,303,37,39,69,110,101,111
"FUN_011311",790,867,4666,1331,861,826,799,1038,638
"FUN_011312",0,3,0,0,0,2,0,1,0
"FUN_011313",4,26,32,7,6,25,18,32,21
"FUN_011314",24,26,65,24,24,28,59,60,22
"FUN_011316",135,362,155,152,88,68,198,96,199
"FUN_011319",5,54,5,10,440,28,25,18,14
"FUN_011320",595,951,1993,1006,967,594,801,864,520
"FUN_011321",49,22,68,28,23,54,406,82,204
"FUN_011322",0,0,0,0,1,0,4,0,6
"FUN_011323",0,6,0,0,0,0,0,0,0
"FUN_011324",26,7,0,1,1,0,98,6,88
"FUN_011325",0,0,0,0,0,0,0,0,0
"FUN_011326",33,42,95,49,23,32,80,44,7
"FUN_011327",206,740,383,592,412,48,1010,113,659
"FUN_047120",220,9,75,110,17,12,428,35,232
"FUN_011329",1073,184,775,648,508,462,542,803,206
"FUN_011330",21,64,61,41,31,35,39,33,17
"FUN_011331",152,731,1270,645,516,357,515,411,372
"FUN_011333",0,0,0,0,0,0,0,0,0
"FUN_011334",128,80,253,68,71,34,342,59,450
"FUN_011335",455,170,1548,357,205,271,203,150,169
"FUN_011336",846,213,4575,211,210,501,774,972,411
"FUN_011337",535,340,1785,173,483,139,443,481,314
"FUN_011338",403,253,1253,286,340,242,394,435,113
"FUN_011339",274,526,2441,627,466,2136,605,1725,630
"FUN_011340",131,51,280,73,89,231,173,425,77
"FUN_011341",0,0,0,0,0,0,0,0,0
"FUN_011343",0,0,0,0,0,0,0,0,0
"FUN_011344",17,0,0,0,0,0,0,0,0
"FUN_011345",1,0,0,0,0,0,0,0,0
"FUN_011346",0,4,0,0,0,0,0,0,0
"FUN_011347",31,6,0,0,0,0,0,0,0
"FUN_011348",0,0,0,0,0,0,0,0,0
"FUN_011349",0,0,0,0,0,0,0,0,0
"FUN_011352",12,0,9,0,0,0,1,0,0
"FUN_011354",536,601,1105,390,378,476,882,827,312
"FUN_011355",3526,3813,9926,3748,3839,2585,3852,3865,1800
"FUN_011356",111,182,508,160,119,260,212,302,130
"FUN_011357",42,83,211,72,42,131,80,148,41
"FUN_011358",2839,2789,7461,1808,2808,1634,4040,4189,1432
"FUN_011359",0,0,0,0,0,0,0,0,0
"FUN_011360",2,11,0,0,1,5,0,0,3
"FUN_011361",71,137,237,12,29,20,274,242,142
"FUN_011362",0,0,0,0,0,0,0,0,0
"FUN_011363",6,0,0,0,0,17,26,12,11
"FUN_011364",0,15,5,2,0,6,4,2,0
"FUN_011366",339,456,1312,350,364,360,391,579,199
"FUN_011367",55482,80460,447521,132399,112682,100671,30394,35520,46431
"FUN_011368",16,6,0,1,0,0,110,0,95
"FUN_011369",0,0,0,0,0,0,17,0,53
"FUN_011370",0,2,0,0,0,0,82,0,124
"FUN_011371",0,0,0,0,0,0,10,0,23
"FUN_011372",1,0,0,0,0,1,1,2,4
"FUN_011373",0,0,0,0,0,0,3,0,0
"FUN_011374",0,0,0,0,0,0,0,0,0
"FUN_011375",0,0,0,0,0,0,0,0,0
"FUN_011377",3,0,0,0,0,0,7,1,15
"FUN_011379",0,0,0,0,0,0,4,0,2
"FUN_011380",0,0,0,1,0,0,0,0,0
"FUN_011381",0,0,0,0,0,0,0,0,0
"FUN_011382",0,0,0,0,0,0,0,0,0
"FUN_011383",0,0,0,0,0,0,0,0,0
"FUN_011384",0,0,0,0,0,0,0,0,0
"FUN_011385",0,0,0,0,0,0,0,0,0
"FUN_011386",0,0,0,0,0,0,0,0,0
"FUN_011387",0,4,0,0,0,0,0,0,0
"FUN_011388",0,0,0,0,0,0,0,0,0
"FUN_011389",0,3,0,0,3,0,2,0,0
"FUN_011390",0,0,0,0,0,1,0,5,1
"FUN_011391",190,97,507,144,167,878,201,1041,129
"FUN_011392",717,1627,2217,711,810,1190,1534,2930,825
"FUN_011393",412,300,1156,672,344,1626,812,1890,654
"FUN_011395",61,20,56,32,20,95,32,151,18
"FUN_011396",42,68,110,40,38,164,28,128,9
"FUN_011397",71,29,153,91,68,172,189,457,22
"FUN_011398",0,0,0,0,0,0,0,0,0
"FUN_011400",5,0,25,4,1,0,57,8,5
"FUN_011402",112,7,253,0,0,12,138,13,6
"FUN_011403",7,56,0,0,0,1,2,0,7
"FUN_011404",8,9,0,2,6,0,6,0,4
"FUN_011410",125,54,317,170,46,14,497,35,136
"FUN_011408",0,0,0,0,0,0,0,0,0
"FUN_011409",1,0,0,0,0,0,1,3,0
"FUN_011412",38,2,117,6,2,10,1,26,3
"FUN_011413",431,62,2977,241,187,654,689,779,217
"FUN_011415",64,4,372,70,76,440,32,241,11
"FUN_011419",10,2,0,5,0,12,601,29,588
"FUN_011421",2,13,57,29,7,183,121,342,142
"FUN_011422",0,0,0,0,1,0,0,1,3
"FUN_011423",176,452,1239,318,278,1582,385,1185,374
"FUN_011424",1,3,78,32,2,6,60,18,44
"FUN_011425",8,4,0,1,1,0,0,3,12
"FUN_011427",7,15,28,7,3,3,21,9,4
"FUN_011428",41,52,226,107,52,54,57,75,56
"FUN_011429",1,0,0,0,0,0,0,0,0
"FUN_011430",0,0,6,0,0,0,0,0,0
"FUN_011431",213,215,905,259,226,197,286,364,264
"FUN_011432",89,77,340,38,59,31,34,37,23
"FUN_011433",0,0,0,0,0,1,0,0,0
"FUN_011434",55,21,157,27,28,51,47,36,14
"FUN_011435",68,32,255,13,59,90,81,31,16
"FUN_011436",149,163,951,209,100,150,197,137,40
"FUN_047121",13,0,141,0,0,7,5,10,9
"FUN_011440",4,8,44,1,1,0,75,21,33
"FUN_011442",207,122,282,197,183,36,197,154,84
"FUN_011444",0,0,0,0,3,1,16,1,0
"FUN_011445",34,24,116,59,53,2,40,40,24
"FUN_011446",44,85,336,367,209,31,60,62,54
"FUN_011447",208,63,927,593,508,26,15,41,57
"FUN_011448",9,1,0,0,5,1,27,4,3
"FUN_011449",140,132,254,98,94,54,260,186,91
"FUN_011450",0,0,0,0,0,0,0,0,0
"FUN_011451",11,2,19,1,0,0,0,0,0
"FUN_011452",0,0,0,0,0,0,0,0,0
"FUN_011453",0,0,0,0,0,0,0,0,0
"FUN_011454",0,0,0,0,0,0,0,0,0
"FUN_011455",0,0,0,0,0,0,0,0,0
"FUN_011456",21,3,28,0,6,0,4,9,0
"FUN_011457",0,6,0,0,0,0,3,0,0
"FUN_011458",0,0,0,0,0,0,3,2,0
"FUN_011463",145,37,804,45,127,366,352,225,195
"FUN_011464",673,184,2296,403,413,1023,1901,847,1272
"FUN_011467",920,101,940,77,214,256,1255,342,426
"FUN_011468",445,54,915,130,204,365,661,439,278
"FUN_011470",894,131,1236,213,262,312,814,398,217
"FUN_011474",0,0,0,0,0,0,0,0,0
"FUN_011475",179,55,778,73,112,207,335,353,270
"FUN_011476",0,3,21,0,0,0,0,1,0
"FUN_011477",0,0,0,0,0,0,0,0,0
"FUN_011478",508,124,725,292,313,530,1164,782,372
"FUN_011479",69,306,207,164,153,44,180,162,59
"FUN_011480",0,0,0,0,0,0,0,0,0
"FUN_011481",0,0,0,0,0,0,0,0,0
"FUN_011482",8,11,0,0,2,0,4,1,0
"FUN_011484",0,0,0,0,3,0,0,0,2
"FUN_011485",0,0,0,0,1,0,0,0,0
"FUN_011489",760,869,1034,634,462,374,861,445,700
"FUN_011487",0,0,0,0,4,1,0,0,0
"FUN_011488",0,0,0,0,0,0,0,0,0
"FUN_011490",466,1937,688,563,600,429,712,1186,249
"FUN_011492",1699,746,4743,570,614,510,2219,1264,921
"FUN_011493",2,0,0,0,0,24,7,20,14
"FUN_011494",8,0,0,0,0,0,0,0,0
"FUN_011495",0,0,0,0,0,0,0,0,0
"FUN_011496",0,0,0,0,0,0,0,0,0
"FUN_011498",21,146,89,118,91,220,49,239,13
"FUN_011499",0,0,0,0,0,0,0,1,0
"FUN_011500",26,14,100,16,16,11,45,6,40
"FUN_011501",0,0,0,0,0,3,0,4,0
"FUN_011502",6,3,0,3,0,13,0,11,0
"FUN_011503",0,1,0,0,0,0,0,0,0
"FUN_011506",27,50,89,52,75,35,11,10,47
"FUN_011507",0,1,0,13,6,5,0,2,2
"FUN_011508",196,160,350,196,194,67,214,113,234
"FUN_047122",55,47,108,41,31,11,73,39,59
"FUN_011510",92,119,428,182,64,46,255,147,52
"FUN_011511",86,185,190,71,126,53,131,85,45
"FUN_011512",97,975,461,215,166,121,176,204,130
"FUN_011513",0,0,0,0,0,0,0,0,0
"FUN_011514",17,13,48,5,8,46,60,25,84
"FUN_011515",222,223,568,129,152,858,1071,415,1460
"FUN_011516",1019,578,2127,746,841,489,1687,1430,370
"FUN_011519",46,3,21,1,0,2,37,7,3
"FUN_011520",831,803,2137,386,614,1017,1604,1678,606
"FUN_011521",1208,1180,2591,832,874,794,1406,1668,466
"FUN_011522",337,273,845,240,241,454,316,433,142
"FUN_011523",13,33,46,11,5,15,21,17,4
"FUN_011524",62,77,179,75,43,50,228,77,37
"FUN_011525",0,5,0,0,0,0,24,0,0
"FUN_011527",725,2024,2041,1006,834,416,1126,596,308
"FUN_011529",33,41,86,49,39,24,123,82,42
"FUN_011528",0,0,0,0,0,0,0,0,0
"FUN_011531",0,0,0,0,0,0,0,0,0
"FUN_011532",0,0,0,0,0,0,0,1,0
"FUN_011533",26,19,71,32,39,238,27,165,12
"FUN_011535",0,0,0,0,0,0,0,0,0
"FUN_011536",0,0,0,0,0,0,1,0,0
"FUN_011540",173,13,174,2,26,17,146,143,46
"FUN_011544",6,0,0,0,1,0,3,1,2
"FUN_011545",7,0,0,0,0,0,0,1,0
"FUN_011546",12,0,0,0,0,0,0,0,0
"FUN_011547",0,0,0,0,0,0,0,0,0
"FUN_011548",86,0,0,1,0,8,4,21,0
"FUN_011549",11,0,0,0,0,0,62,6,8
"FUN_011550",0,0,0,0,0,0,0,0,0
"FUN_011552",11,0,0,1,0,2,11,0,4
"FUN_011553",1,0,0,0,4,0,0,0,0
"FUN_011554",6,9,161,14,38,18,3,14,2
"FUN_011559",22,4,55,38,19,1163,7,1276,4
"FUN_011562",0,0,0,0,0,0,0,0,0
"FUN_011563",33,28,145,129,63,44,57,23,27
"FUN_011564",0,0,0,0,0,0,0,0,0
"FUN_011565",2,0,0,0,0,20,3,23,3
"FUN_011569",2292,1747,4756,1503,1506,1208,2643,2034,705
"FUN_011570",42,197,510,153,97,137,102,85,117
"FUN_011571",24,16,40,30,13,8,19,21,31
"FUN_011572",0,0,0,0,1,0,1,0,2
"FUN_011573",0,0,0,0,0,0,0,0,0
"FUN_011574",128,234,331,106,125,124,443,314,158
"FUN_011575",273,718,875,797,385,630,487,480,430
"FUN_011576",191,249,437,161,110,297,364,371,106
"FUN_011577",25,110,166,98,61,85,26,62,44
"FUN_047123",4,14,6,15,16,5,0,0,1
"FUN_011578",9,128,692,128,108,77,60,64,38
"FUN_011579",817,563,773,581,350,295,696,398,581
"FUN_011580",0,0,0,0,0,0,0,0,0
"FUN_011581",261,182,860,141,120,112,148,196,64
"FUN_011582",250,109,215,116,122,128,420,192,242
"FUN_011583",819,2069,2322,1343,1060,744,1170,865,551
"FUN_011584",64,19,0,15,14,19,36,22,27
"FUN_011586",8957,315,626,202,747,203,1994,652,436
"FUN_047124",342,108,20,18,6,7,60,15,9
"FUN_011590",3,0,0,0,0,0,0,0,0
"FUN_011591",113,81,243,83,65,73,163,243,76
"FUN_011592",0,0,0,0,0,0,0,0,0
"FUN_011593",144,163,254,76,85,89,119,208,73
"FUN_011594",5,9,15,4,3,16,12,48,2
"FUN_011595",17,37,57,18,10,24,17,36,8
"FUN_011596",175,136,422,99,105,129,208,144,70
"FUN_011597",2030,1638,6517,1159,1344,3175,2197,2791,938
"FUN_011598",0,9,0,0,0,0,0,0,0
"FUN_011599",52,356,83,308,230,35,69,104,31
"FUN_011601",42,56,185,74,77,101,40,82,53
"FUN_011602",1809,903,6543,1547,1372,1618,1781,2752,609
"FUN_011603",201,561,808,269,217,50,256,234,103
"FUN_011604",37,64,87,68,37,31,257,103,113
"FUN_011607",247,26,678,175,241,813,1231,940,274
"FUN_011608",22,0,10,0,0,12,37,8,2
"FUN_011609",0,0,0,0,0,0,3,1,0
"FUN_011610",176,151,214,161,118,128,276,400,83
"FUN_011611",638,2259,2035,1048,807,379,1280,955,480
"FUN_011612",2380,2728,5018,1038,1423,1215,2555,2971,1175
"FUN_011613",858,2411,3450,346,778,1070,593,1127,491
"FUN_011615",54,7,11,23,16,2,28,3,11
"FUN_011616",9,0,8,0,0,0,0,0,0
"FUN_011617",0,0,0,0,0,0,0,0,0
"FUN_011619",0,0,0,0,0,0,0,0,0
"FUN_011620",5,4,0,0,1,0,0,0,0
"FUN_011621",27,8,0,1,2,12,18,15,1
"FUN_011622",0,0,5,0,1,0,0,0,0
"FUN_011623",0,0,0,0,0,0,1,0,2
"FUN_011624",37,277,181,150,66,38,41,84,69
"FUN_011625",12928,11269,82371,16220,16429,14557,66888,45798,19480
"FUN_011626",81,93,98,122,61,16,100,21,86
"FUN_011627",10,5,0,0,3,0,3,0,1
"FUN_011629",0,15,0,10,3,0,0,0,2
"FUN_011633",0,0,0,0,0,0,0,0,0
"FUN_011635",573,115,1806,117,79,243,468,291,137
"FUN_011636",0,0,0,0,2,0,0,0,0
"FUN_011639",4,2,0,22,1,58,2,66,3
"FUN_011640",3,0,0,9,1,19,0,31,1
"FUN_011641",0,0,0,0,0,0,0,0,0
"FUN_011643",0,0,0,0,0,0,0,0,0
"FUN_011647",0,0,0,0,0,0,0,0,0
"FUN_011648",0,0,0,0,0,0,0,0,0
"FUN_011649",0,0,0,0,0,0,2,0,0
"FUN_011650",251,771,552,315,335,174,337,491,156
"FUN_011651",56,47,86,54,24,41,119,75,240
"FUN_011652",4,4,15,2,10,3,19,14,17
"FUN_011653",0,0,0,0,0,0,0,0,0
"FUN_011654",1,4,0,0,0,0,0,3,0
"FUN_011655",5,41,50,26,21,8,22,30,9
"FUN_011658",664,255,1985,526,835,433,4575,442,2119
"FUN_011659",215,298,854,209,250,312,326,516,126
"FUN_011660",0,0,0,0,0,0,0,0,0
"FUN_011661",800,742,2326,670,668,842,1537,1609,533
"FUN_011662",160,286,768,215,219,262,332,366,113
"FUN_011663",68,121,168,77,52,26,112,89,41
"FUN_011664",113,131,571,187,127,167,276,259,108
"FUN_011665",161,42,317,118,84,127,352,201,134
"FUN_011666",356,299,1009,343,397,415,678,428,372
"FUN_011667",387,250,854,279,264,375,700,578,456
"FUN_011668",26,21,50,11,13,14,77,34,4
"FUN_011669",1273,1202,1907,887,678,1248,1421,1656,529
"FUN_011671",60,243,277,198,107,228,76,47,89
"FUN_011673",0,0,30,0,8,0,0,0,5
"FUN_011679",2,6,0,9,3,2,0,3,0
"FUN_011680",0,0,0,0,0,0,0,0,0
"FUN_011682",1227,1203,3240,1492,1606,495,1904,1349,705
"FUN_011683",4820,6007,14082,3794,3940,11007,5700,16117,2560
"FUN_011684",0,0,0,0,0,0,0,0,0
"FUN_011685",0,0,0,0,0,0,0,0,0
"FUN_011687",25,134,205,91,77,33,31,78,22
"FUN_011689",32,60,51,27,25,6,25,34,0
"FUN_011690",471,736,1218,638,513,703,904,807,548
"FUN_011691",130,98,273,93,139,114,107,120,65
"FUN_011693",0,0,0,0,0,0,0,0,0
"FUN_011694",0,0,0,0,0,0,0,0,0
"FUN_011695",0,0,0,0,0,0,0,0,0
"FUN_011696",116,59,93,13,59,33,17,13,5
"FUN_011697",188,132,134,16,58,121,23,20,7
"FUN_011698",7,0,0,0,1,0,5,0,0
"FUN_011699",0,1,0,0,0,0,0,0,0
"FUN_011700",53,6,0,0,0,1,1,7,0
"FUN_011701",797,674,5101,891,920,457,1028,515,394
"FUN_011704",40,37,99,4,9,0,10,9,6
"FUN_011705",0,0,0,0,0,0,18,17,4
"FUN_011706",6032,1352,12474,1560,1961,3909,5900,9341,2894
"FUN_011707",7,19,13,5,1,0,0,0,0
"FUN_011708",311,13,867,85,80,222,1449,961,543
"FUN_011709",0,0,0,0,0,0,0,1,0
"FUN_011710",0,0,0,0,0,0,0,0,0
"FUN_011711",10,2,27,4,3,3,58,17,31
"FUN_011712",0,3,0,1,0,0,1,1,2
"FUN_011713",854,841,1690,505,434,512,1231,354,457
"FUN_011714",0,0,0,0,0,0,0,0,0
"FUN_011715",191,357,618,539,368,70,127,92,62
"FUN_047125",27,6,12,8,9,6,10,2,3
"FUN_047126",0,349,1,19,7,0,0,0,0
"FUN_011716",41,18,43,30,22,14,54,30,92
"FUN_011717",85,243,778,173,112,209,208,224,156
"FUN_011719",49,76,185,37,66,136,125,78,85
"FUN_011720",12,33,139,52,39,110,66,55,79
"FUN_011723",5,12,44,25,30,26,45,17,44
"FUN_011724",0,0,0,0,0,0,0,0,0
"FUN_011726",0,0,0,0,0,0,0,0,0
"FUN_011728",0,0,0,0,0,0,0,0,0
"FUN_011732",0,0,0,0,0,0,0,0,0
"FUN_011734",213,150,1146,382,324,322,252,53,150
"FUN_011735",22,0,0,0,0,3,1,0,0
"FUN_011736",0,0,0,0,0,1,0,3,0
"FUN_011737",9,0,7,15,2,230,8,565,1
"FUN_011739",5764,2143,15292,3862,6045,3586,1751,1170,1162
"FUN_011740",9,0,0,0,0,0,240,1,159
"FUN_011741",23,0,0,0,2,0,139,0,240
"FUN_011742",38,0,0,3,0,0,557,1,426
"FUN_011743",169,4,342,29,26,66,1384,147,233
"FUN_011745",38,0,51,34,16,11,938,9,442
"FUN_011746",66,0,0,0,0,0,12,0,20
"FUN_011747",223,0,0,0,0,0,12,1,17
"FUN_011748",0,0,0,0,0,0,0,0,0
"FUN_011749",61,0,0,0,2,0,2,0,0
"FUN_011750",23,0,0,0,0,0,18,0,52
"FUN_011751",366,0,0,0,0,0,0,2,0
"FUN_011752",0,0,11,31,5,0,17,0,7
"FUN_011753",0,0,0,0,0,0,0,0,0
"FUN_011754",0,0,0,0,1,0,0,0,2
"FUN_011755",67,3,0,0,0,0,19,12,22
"FUN_011757",162,5,0,0,6,5,105,1,362
"FUN_011758",4,0,0,0,0,0,26,0,17
"FUN_011759",5,1,15,0,1,0,29,0,21
"FUN_047127",1225,1131,5484,1048,1242,735,1103,1056,704
"FUN_011761",32,9,62,4,21,21,50,20,9
"FUN_011762",533,187,693,446,190,88,1206,102,958
"FUN_011763",95,40,240,90,60,97,296,303,112
"FUN_011764",98,174,331,196,110,151,143,200,112
"FUN_011765",0,1,0,0,0,0,0,0,0
"FUN_011766",90,438,590,271,192,272,248,344,184
"FUN_011768",199,442,838,266,220,548,351,610,296
"FUN_011771",0,0,0,0,0,0,0,0,0
"FUN_011772",1,0,10,7,7,33,16,8,9
"FUN_011773",0,0,0,0,0,0,0,0,0
"FUN_011774",12,0,0,0,0,3,0,0,0
"FUN_011775",13,0,25,0,0,5,0,1,1
"FUN_011776",1437,1209,3296,826,977,1032,1686,1645,936
"FUN_011777",40,9,43,0,7,7,26,21,23
"FUN_011778",35,305,87,54,55,8,37,54,20
"FUN_011779",17,338,77,78,82,7,34,39,16
"FUN_011780",306,537,882,303,289,234,487,609,212
"FUN_011781",340,1296,1009,612,525,207,706,656,306
"FUN_011782",9,41,9,26,5,9,19,30,13
"FUN_011783",2,0,0,3,1,0,37,0,103
"FUN_011784",1,0,0,0,0,0,0,1,0
"FUN_011786",0,0,0,0,0,0,0,0,0
"FUN_011787",601,816,1943,542,615,1884,1539,3425,692
"FUN_011788",0,0,0,0,1,0,2,3,0
"FUN_011789",0,0,0,0,0,1,3,0,0
"FUN_011790",0,0,0,0,320,0,0,0,0
"FUN_011792",0,0,0,0,0,0,0,0,0
"FUN_011793",0,0,0,0,0,0,0,0,0
"FUN_011794",51,0,0,5,0,0,284,0,188
"FUN_011795",1,0,0,3,0,0,78,0,48
"FUN_011796",75,7,0,5,1,0,34,0,21
"FUN_011797",0,2,2,0,0,0,0,0,0
"FUN_011800",0,0,0,0,0,0,0,0,0
"FUN_011801",0,0,0,0,0,0,3,0,0
"FUN_011802",0,0,0,0,0,0,0,0,0
"FUN_011803",0,0,8,0,0,6,0,0,6
"FUN_011804",0,0,0,0,0,0,0,0,0
"FUN_011805",0,220,0,105,52,0,0,0,0
"FUN_011806",2,356,0,163,149,0,2,1,0
"FUN_011807",938,1073,2154,1564,826,990,1894,1194,1027
"FUN_011808",199,394,526,204,161,202,244,219,131
"FUN_011810",0,0,0,0,0,0,0,0,0
"FUN_011811",3,2,10,7,7,219,1,273,2
"FUN_011812",0,2,0,0,1,52,0,104,0
"FUN_011814",0,0,0,0,0,0,0,0,0
"FUN_011815",1,0,0,0,0,0,0,0,0
"FUN_011817",275,518,1130,199,303,168,700,406,229
"FUN_011818",661,550,1069,213,341,185,539,352,184
"FUN_011819",163,328,810,292,212,318,312,382,249
"FUN_011820",18,0,0,0,0,0,0,0,0
"FUN_011821",159,0,0,0,0,1,2,0,0
"FUN_011822",6,0,0,0,0,0,0,0,0
"FUN_011823",8,0,0,0,0,0,0,0,0
"FUN_011824",11,6,0,0,0,0,0,0,0
"FUN_011825",5,0,0,0,0,0,0,0,0
"FUN_011826",86,106,430,106,107,130,192,163,207
"FUN_011827",47,159,678,191,178,229,172,182,321
"FUN_011828",5,10,0,4,0,0,0,0,0
"FUN_011829",0,0,0,0,0,0,0,0,0
"FUN_011830",89,108,188,51,58,80,70,62,133
"FUN_011833",17,0,0,0,1,0,4,4,0
"FUN_011834",0,0,0,0,0,5,0,5,0
"FUN_011835",56,131,494,48,80,164,60,151,91
"FUN_011836",0,0,0,0,0,0,0,0,0
"FUN_011838",204,383,1192,323,206,82,758,233,247
"FUN_011839",2,0,0,0,0,0,2,0,0
"FUN_011840",385,388,2454,454,265,401,573,261,424
"FUN_011841",0,0,0,0,0,0,0,0,0
"FUN_011842",0,0,1,0,0,1,0,0,0
"FUN_011843",0,0,0,0,1,0,0,0,0
"FUN_011846",0,0,0,0,0,0,1,0,0
"FUN_011847",27,22,148,25,13,20,6,30,7
"FUN_011848",0,0,0,0,0,0,0,0,0
"FUN_011849",1156,1435,5636,1131,1111,1645,2401,2637,1003
"FUN_011850",0,0,0,0,0,0,0,0,0
"FUN_011852",0,5,0,4,3,1,2,1,3
"FUN_011853",65,84,324,91,127,133,93,154,73
"FUN_011854",835,1533,2986,1237,1619,382,1378,1083,547
"FUN_047128",102,195,469,174,267,57,165,154,86
"FUN_011855",245,166,1342,190,228,258,324,333,233
"FUN_011857",263,461,334,541,358,21,75,54,19
"FUN_011860",789,0,0,0,2,3,447,16,130
"FUN_011861",21,26,47,18,28,3,19,21,2
"FUN_011862",16,8,0,19,12,2,2,14,6
"FUN_011864",0,8,0,0,0,0,0,0,0
"FUN_011865",0,0,0,0,0,0,0,0,0
"FUN_011867",0,0,0,0,0,0,0,0,0
"FUN_011868",0,0,0,0,0,0,0,0,0
"FUN_011869",0,0,0,0,0,0,0,0,0
"FUN_011872",605,173,1042,574,300,370,1066,442,393
"FUN_011873",86,3,15,0,1,2,6,0,1
"FUN_011875",1694,4,0,3,1,7,1,0,0
"FUN_011876",12,0,0,0,0,0,0,0,0
"FUN_011877",0,0,0,0,0,0,0,0,11
"FUN_011878",0,0,0,0,0,0,0,0,0
"FUN_011879",129,240,330,177,92,100,216,90,171
"FUN_011880",164,0,67,22,12,160,97,501,10
"FUN_011881",0,0,0,0,0,0,0,0,0
"FUN_011882",0,0,0,0,0,0,0,0,0
"FUN_011883",0,1,0,0,0,0,0,0,0
"FUN_011885",3,0,15,1,0,30,19,48,5
"FUN_011886",0,0,0,0,0,0,0,0,0
"FUN_011887",0,0,19,4,0,25,12,56,7
"FUN_011889",2,0,0,0,0,35,10,97,12
"FUN_011890",0,0,0,1,0,27,7,31,4
"FUN_011892",0,5,0,0,0,0,0,0,0
"FUN_011893",1846,256,9881,417,278,661,1454,1602,933
"FUN_047129",401,349,872,318,208,253,320,356,225
"FUN_011895",65,37,371,94,83,65,243,97,99
"FUN_011896",324,764,1328,573,605,441,437,352,222
"FUN_011897",43,72,161,89,31,60,92,83,48
"FUN_011898",304,927,1623,456,489,824,617,699,613
"FUN_011899",287,445,1102,311,290,246,342,470,205
"FUN_011900",802,799,1990,458,631,438,517,720,270
"FUN_011901",488,861,1353,490,514,266,1425,803,443
"FUN_011903",130,73,320,55,49,63,159,190,35
"FUN_011906",148,425,1230,361,299,650,395,656,365
"FUN_011907",303,415,982,351,301,326,525,446,262
"FUN_011909",48,10,76,24,30,51,80,69,60
