"X","PohiBra080_sorted.bam","PohiBra081_sorted.bam","PohiBra083_sorted.bam","PohiBra084_sorted.bam","PohiBra085_sorted.bam","PohiBra086_sorted.bam","PstrBra093_sorted.bam","PstrBra094_sorted.bam","PstrBra098_sorted.bam"
"FUN_024407",0,1,0,0,0,0,0,0,0
"FUN_024408",7,0,0,0,0,0,0,0,0
"FUN_024409",597,951,2076,1486,1041,668,939,608,424
"FUN_024410",114,11,197,14,14,25,87,287,96
"FUN_024411",2605,61,11561,678,879,1723,4505,3110,1525
"FUN_024412",295,1,0,4,10,1,9,2,5
"FUN_024413",5139,6,0,2,31,14,7121,14,4958
"FUN_024415",0,0,0,0,0,0,0,0,1
"FUN_046707",5,8,63,3,1,1,3,7,1
"FUN_024419",0,0,0,0,0,0,0,0,0
"FUN_024420",0,11,0,0,0,4,0,1,5
"FUN_024421",5,23,28,8,7,4,47,4,1
"FUN_024423",0,4,0,0,0,2,0,0,0
"FUN_024424",5,28,0,6,1,4,23,0,3
"FUN_024425",0,0,0,0,0,0,2,0,0
"FUN_024427",5,0,0,0,0,3,2,1,4
"FUN_024428",2,0,0,0,0,2,6,2,0
"FUN_024429",19,71,17,7,5,1,0,33,12
"FUN_024430",42,271,113,13,4,5,6,7,24
"FUN_024431",153,384,142,56,19,16,0,12,25
"FUN_024432",9,5,17,1,0,0,0,0,4
"FUN_024433",727,139,407,360,141,42,2118,114,1288
"FUN_024434",75,850,336,425,339,11,372,229,99
"FUN_024435",0,0,0,0,0,0,0,0,0
"FUN_024436",0,1,0,0,2,0,0,0,0
"FUN_024437",311,504,1389,323,259,127,257,239,116
"FUN_024438",2571,1364,5561,1330,1219,3589,4757,6871,1945
"FUN_024439",92,7,0,16,3,12,41,3,125
"FUN_024441",0,0,0,1,0,0,0,0,1
"FUN_024442",0,0,0,0,0,0,0,0,0
"FUN_024444",629,924,809,597,667,222,2565,1184,848
"FUN_024445",384,49,70,28,14,19,176,98,90
"FUN_024446",0,0,0,0,0,0,0,0,6
"FUN_024447",327,132,219,53,87,52,58,112,31
"FUN_024448",0,0,0,0,0,0,0,0,0
"FUN_024450",0,0,0,0,0,0,0,0,0
"FUN_024451",0,0,0,0,0,0,0,0,0
"FUN_024452",1685,0,0,0,0,2,14,7,2
"FUN_024453",7,10,19,4,2,1,7,3,5
"FUN_024456",127,55,41,203,98,19,821,29,370
"FUN_024457",0,0,0,0,0,0,0,0,0
"FUN_024458",0,5,0,0,0,0,0,1,0
"FUN_024459",51,126,331,159,92,128,130,115,159
"FUN_024460",36,100,219,85,96,44,157,117,57
"FUN_024461",139,58,347,53,67,136,144,141,33
"FUN_024462",296,178,859,277,164,114,206,75,268
"FUN_024465",76,108,168,49,65,75,56,113,47
"FUN_024466",256,208,572,196,169,118,234,147,73
"FUN_024467",65,212,218,121,100,104,152,148,70
"FUN_024468",4,59,48,39,33,10,23,8,29
"FUN_024469",276,336,1186,528,344,246,1713,831,546
"FUN_024470",31,21,50,50,20,20,20,16,6
"FUN_024471",4,56,143,91,56,48,57,65,38
"FUN_024473",2484,4125,6918,3377,3155,1988,1911,1697,960
"FUN_024474",904,506,2101,446,542,480,1081,1206,492
"FUN_024475",0,0,0,0,0,0,0,0,0
"FUN_024476",158,229,307,170,245,70,273,128,70
"FUN_024482",971,596,4133,720,1150,1550,2320,983,1377
"FUN_024478",0,0,0,3,3,6,3,0,5
"FUN_024486",3,0,8,0,0,3,0,0,0
"FUN_024487",0,0,0,0,0,0,1,0,0
"FUN_024492",451,246,859,548,263,233,471,353,464
"FUN_024494",2,14,15,0,0,1,2,0,1
"FUN_024496",28,51,96,26,12,13,29,42,13
"FUN_024497",51,540,108,109,105,12,122,82,45
"FUN_024500",40,30,89,1,14,6,88,55,24
"FUN_046709",19,0,45,3,24,5,16,9,14
"FUN_024504",49,0,545,0,12,5,215,2,47
"FUN_024505",0,0,0,0,0,0,0,0,0
"FUN_024506",0,0,0,0,0,0,0,0,0
"FUN_024507",4616,1468,9719,2290,2937,1847,7380,2611,2220
"FUN_024508",50,31,109,84,44,1,49,1,22
"FUN_024509",428,522,1229,311,383,935,514,1226,206
"FUN_046710",9,7,21,12,6,5,3,1,5
"FUN_046711",29,11,8,5,4,5,16,3,2
"FUN_024511",29,12,44,61,18,12,384,29,463
"FUN_024514",191,43,236,84,75,653,339,1127,99
"FUN_024515",251,234,613,305,196,1716,448,2811,228
"FUN_024517",167,933,453,472,563,42,79,71,26
"FUN_024518",55,151,279,86,54,88,64,72,86
"FUN_024520",0,21,0,17,10,18,3,23,10
"FUN_024521",6,7,26,9,4,11,10,20,8
"FUN_024526",6,0,19,0,0,8,2,5,11
"FUN_024527",0,0,0,0,0,0,0,1,0
"FUN_024528",202,180,1815,256,211,299,724,209,865
"FUN_024529",4573,7915,16314,5623,5244,3702,6570,4643,3332
"FUN_024531",0,0,0,0,0,0,0,0,0
"FUN_024532",2,0,72,0,1,8,28,16,13
"FUN_024533",37,2,73,3,2,13,136,67,27
"FUN_024534",190,60,368,221,95,53,562,132,360
"FUN_046712",260,217,663,238,161,160,512,213,116
"FUN_024536",1309,1388,3823,1330,1532,835,1634,1499,568
"FUN_024537",1753,1405,2804,1240,1074,720,1814,1391,513
"FUN_024539",25,38,40,52,23,18,60,27,2
"FUN_024540",0,0,0,0,0,0,0,1,0
"FUN_024541",165,1044,1434,519,346,223,231,335,59
"FUN_046713",26,46,11,26,16,17,9,19,5
"FUN_046714",37,109,92,36,12,21,91,26,13
"FUN_024542",142,25,13,14,18,12,307,56,448
"FUN_024543",113,50,62,34,32,26,274,13,223
"FUN_024545",0,0,0,0,0,0,0,0,0
"FUN_024546",1,0,0,0,3,0,1,0,4
"FUN_024547",0,1,0,0,0,0,0,1,0
"FUN_024548",511,370,1922,826,439,651,797,421,365
"FUN_024549",27,26,41,30,23,32,40,12,17
"FUN_024550",344,406,788,196,266,161,182,120,80
"FUN_024551",68,41,100,63,57,51,55,60,43
"FUN_024552",0,0,0,0,0,0,0,0,0
"FUN_046715",19,14,32,6,8,22,13,17,3
"FUN_024553",34,0,0,0,0,0,0,0,2
"FUN_024554",1221,1260,6350,2321,831,1746,2027,1417,617
"FUN_024555",1072,998,4721,1171,658,1513,2549,1554,744
"FUN_024557",97,1771,376,284,382,16,76,127,45
"FUN_024560",99,255,268,159,140,67,294,254,74
"FUN_024561",72,103,312,83,79,87,111,120,35
"FUN_024562",2,0,0,0,12,11,1,67,3
"FUN_024564",0,0,0,0,0,0,0,0,0
"FUN_024565",631,722,1844,465,661,419,745,874,400
"FUN_024566",4,0,0,9,5,13,2,17,1
"FUN_024567",3,0,0,0,0,1,2,1,0
"FUN_024568",0,0,0,0,0,0,0,0,1
"FUN_024569",0,0,0,0,0,2,2,3,1
"FUN_024570",0,0,0,0,0,0,0,0,0
"FUN_024571",0,0,0,0,0,0,0,0,0
"FUN_024572",0,0,0,0,0,0,0,0,0
"FUN_024573",0,0,0,8,0,0,0,0,0
"FUN_024574",0,0,0,0,0,0,0,0,0
"FUN_024575",0,0,0,0,0,0,0,0,0
"FUN_024576",0,0,0,0,0,0,0,0,0
"FUN_024579",12,0,0,0,0,0,0,0,0
"FUN_024581",3,33,74,30,26,46,11,60,4
"FUN_024580",0,0,0,8,1,0,7,3,0
"FUN_024582",1229,2039,3594,1613,1321,1114,2332,1861,903
"FUN_024583",472,31,23,13,24,45,984,169,740
"FUN_024586",0,0,0,0,0,0,0,0,0
"FUN_024587",0,1,0,0,0,0,0,1,0
"FUN_024588",0,0,0,0,0,0,6,0,0
"FUN_024589",86,2,3,0,0,4,56,7,16
"FUN_024590",0,6,0,0,0,19,2,3,4
"FUN_024591",0,8,0,0,0,1,0,3,0
"FUN_024592",0,0,0,0,0,0,0,0,0
"FUN_024594",3,0,11,0,0,0,0,0,0
"FUN_024596",0,0,0,0,0,0,1,0,0
"FUN_024597",0,0,0,0,0,0,0,0,0
"FUN_024598",0,0,0,0,0,0,0,0,0
"FUN_024599",0,0,0,0,0,0,6,0,0
"FUN_024600",0,0,0,0,0,0,0,0,0
"FUN_024602",0,0,0,0,0,0,2,0,0
"FUN_024605",1075,918,3434,818,810,1405,1693,2473,1110
"FUN_024606",6,0,0,2,11,3,2,1,1
"FUN_024607",0,0,0,0,0,0,0,0,0
"FUN_024608",0,0,0,0,0,7,0,3,0
"FUN_024609",623,197,2629,495,549,13989,512,8909,292
"FUN_024611",385,52,1240,317,389,3021,331,2906,175
"FUN_024613",276,131,861,233,224,343,576,332,249
"FUN_024614",455,266,2048,525,343,938,1201,1147,646
"FUN_024616",45,35,29,12,17,5,16,24,8
"FUN_024618",217,94,680,265,153,305,652,202,298
"FUN_024619",67,7,356,21,19,351,82,350,48
"FUN_024624",0,0,0,0,0,0,0,0,0
"FUN_024627",1115,1387,2403,1036,1167,832,1152,1648,541
"FUN_024628",480,1041,789,214,574,153,226,249,167
"FUN_024629",191,285,785,292,210,327,453,577,211
"FUN_024631",1198,1492,5082,1387,1112,960,2398,1620,984
"FUN_024630",0,0,0,0,0,0,0,0,0
"FUN_024632",305,189,847,282,246,201,468,353,172
"FUN_024633",14,6,1,7,19,10,35,6,4
"FUN_024634",0,0,0,0,0,0,10,0,1
"FUN_024636",0,0,0,0,0,0,2,0,0
"FUN_024637",0,0,0,0,0,0,0,0,0
"FUN_024638",0,0,0,0,0,0,0,0,0
"FUN_024639",0,0,0,0,0,0,0,0,0
"FUN_024640",0,0,0,0,0,0,0,0,0
"FUN_024641",0,0,0,0,0,0,0,0,0
"FUN_024642",0,0,0,0,0,0,0,0,0
"FUN_024643",3,0,24,1,0,0,0,0,0
"FUN_046716",726,100,846,292,440,5648,1660,5160,896
"FUN_024646",768,1180,1720,573,665,440,664,677,405
"FUN_024649",30,76,166,71,29,70,88,71,53
"FUN_046717",284,604,939,305,293,1496,484,2333,258
"FUN_024650",268,173,866,406,378,151,385,373,171
"FUN_024651",17,54,65,61,30,65,25,38,27
"FUN_024653",28,256,413,203,132,182,43,79,95
"FUN_024654",3,0,0,0,2,4,0,0,2
"FUN_024655",0,0,10,1,2,4,0,0,0
"FUN_024656",0,0,3,1,0,1,0,0,0
"FUN_024657",1,2,0,5,2,2,0,0,0
"FUN_024658",5,2,29,6,3,8,6,0,3
"FUN_024659",1,23,17,5,9,8,19,6,7
"FUN_024660",1,48,43,16,11,16,2,8,29
"FUN_024661",341,405,434,115,136,266,1498,1009,122
"FUN_024662",0,0,0,0,0,0,0,0,0
"FUN_024663",332,6,265,144,164,41,141,199,14
"FUN_024666",220,39,82,77,27,8,96,60,97
"FUN_024667",42,63,157,54,54,64,70,42,54
"FUN_024668",105,124,252,63,85,70,42,90,70
"FUN_024669",22,20,24,29,13,23,39,29,22
"FUN_024670",158,346,657,230,213,190,261,238,145
"FUN_024671",7,11,8,6,2,2,318,5,192
"FUN_024672",24,0,51,1,1,3,13,7,4
"FUN_024673",52,23,98,48,26,14,76,35,27
"FUN_024674",165,168,192,191,120,120,288,89,143
"FUN_024675",272,328,560,380,243,661,465,913,240
"FUN_024677",0,0,0,0,0,0,0,0,0
"FUN_024678",16,0,0,0,0,0,0,0,0
"FUN_024679",0,0,0,0,0,3,0,0,1
"FUN_024680",0,4,0,0,0,0,0,0,0
"FUN_024681",6,0,0,17,2,3,0,0,0
"FUN_024682",0,8,0,0,0,7,0,0,1
"FUN_024683",0,2,0,15,0,11,0,0,7
"FUN_024684",9,1,0,0,0,0,0,3,0
"FUN_024685",107,19,61,33,25,6,40,6,4
"FUN_024687",8,7,0,16,3,15,13,0,0
"FUN_024688",0,2,0,0,0,5,0,14,0
"FUN_024690",101,20,43,14,14,16,582,74,364
"FUN_024691",712,1114,3411,680,2263,505,1687,1048,573
"FUN_024692",0,0,0,0,0,0,0,0,0
"FUN_024693",0,0,0,0,0,0,0,0,0
"FUN_024695",0,0,0,0,0,0,0,0,0
"FUN_024697",0,0,0,0,0,0,0,0,0
"FUN_024698",0,0,0,0,0,3,0,1,0
"FUN_024699",0,0,0,0,0,3,0,1,0
"FUN_024700",8,1,40,0,1,4,2,4,6
"FUN_024701",2,0,0,0,0,0,0,0,0
"FUN_024703",2969,3199,7726,2169,2298,2005,3796,3581,2911
"FUN_024704",0,0,0,0,0,0,0,0,0
"FUN_024705",0,1,0,0,0,0,0,0,0
"FUN_024706",61,154,241,82,69,30,25,52,28
"FUN_024707",60,569,482,197,184,141,116,168,118
"FUN_024708",5723,3541,10176,3002,4507,2061,5625,4568,1786
"FUN_024709",24,101,45,18,40,9,60,40,14
"FUN_024710",595,543,1568,723,576,705,1246,1476,747
"FUN_024711",283,284,1044,507,298,484,456,347,237
"FUN_024712",387,1579,1793,482,413,777,425,1045,301
"FUN_024713",37,129,98,22,32,35,80,34,31
"FUN_024714",0,12,0,0,0,0,0,3,0
"FUN_024715",0,95,28,20,5,1,0,0,0
"FUN_024716",0,0,0,2,0,0,0,0,0
"FUN_024717",646,217,1032,1003,975,249,2279,876,657
"FUN_024718",24,63,64,25,13,14,18,24,4
"FUN_024719",322,381,1234,162,379,215,605,517,213
"FUN_024720",25,19,57,27,12,78,28,114,22
"FUN_024721",242,228,556,280,197,1183,364,924,312
"FUN_024722",1008,3708,3177,1254,1055,1006,1631,2149,863
"FUN_024723",0,0,0,0,0,0,0,0,0
"FUN_024724",442,414,1485,308,278,457,498,356,225
"FUN_024725",158,212,473,130,150,83,253,229,131
"FUN_024726",998,561,2112,420,677,538,1167,691,404
"FUN_024728",604,199,728,301,174,70,845,346,368
"FUN_024730",1,0,0,0,0,0,4,0,0
"FUN_024733",314,511,1429,265,358,182,711,690,354
"FUN_024734",65,72,144,28,17,26,51,62,24
"FUN_024735",82,343,292,146,127,49,226,218,93
"FUN_024736",15,93,130,27,22,18,57,43,11
"FUN_024737",56,32,21,29,14,8,32,20,21
"FUN_024738",95,147,89,247,118,17,235,53,78
"FUN_024739",408,772,512,183,509,113,240,193,93
"FUN_024740",21,195,89,60,106,37,82,52,20
"FUN_024741",58,66,175,34,45,22,117,31,43
"FUN_024746",226,127,1089,12,92,109,231,267,140
"FUN_024743",21,13,14,0,4,1,96,4,37
"FUN_024747",1309,1748,2752,1038,1233,1250,2358,2145,1086
"FUN_046718",12,18,0,16,11,5,93,2,44
"FUN_024749",3,0,0,0,0,0,3,0,0
"FUN_024750",516,24,737,37,40,23,273,78,172
"FUN_024752",0,0,0,3,0,0,1,0,4
"FUN_024753",981,775,2341,803,871,1203,1124,2177,544
"FUN_024754",147,128,503,182,102,131,193,248,120
"FUN_024755",92,187,393,235,549,331,194,557,74
"FUN_024756",1224,917,4806,1207,991,1133,1192,1189,771
"FUN_024757",368,15,1743,354,160,228,160,112,65
"FUN_024758",61,0,313,15,0,19,51,15,22
"FUN_024759",39,0,354,22,2,24,44,8,15
"FUN_024760",0,0,0,0,0,0,0,0,0
"FUN_024761",1023,623,3027,495,525,369,1087,968,660
"FUN_024762",4205,1297,8629,1481,1665,1895,4605,4142,1432
"FUN_024763",35,7,86,7,11,12,19,16,24
"FUN_024765",0,0,0,0,0,0,0,4,0
"FUN_024766",10,13,15,1,6,14,24,34,13
"FUN_024767",3,0,15,0,5,3,3,1,4
"FUN_024768",43,15,473,20,9,97,84,66,59
"FUN_024769",81,36,517,111,65,276,239,173,253
"FUN_024770",76,163,743,181,167,338,264,260,177
"FUN_024771",5,2,0,4,3,3,2,1,5
"FUN_024772",712,1228,1542,586,645,135,2207,2546,462
"FUN_024773",122,2062,347,292,329,65,107,223,67
"FUN_024775",0,1,0,0,1,0,0,0,0
"FUN_024776",35,314,188,114,96,27,68,54,66
"FUN_024777",17,144,108,57,55,27,109,42,48
"FUN_024778",19,27,44,27,31,23,78,34,41
"FUN_024779",208,215,583,223,163,152,541,328,157
"FUN_024780",177,0,263,23,20,10,61,9,32
"FUN_024782",0,0,0,0,0,0,0,0,0
"FUN_024783",0,63,0,1,0,0,0,0,0
"FUN_024784",0,0,0,0,0,0,0,0,0
"FUN_024785",165,219,74,123,1704,111,1512,225,167
"FUN_024786",25,123,90,39,40,35,27,47,14
"FUN_024788",120,464,405,184,160,195,123,200,98
"FUN_024789",55,53,219,43,46,92,75,178,49
"FUN_024790",800,1286,2564,1567,1657,498,1979,1477,832
"FUN_024791",0,0,19,0,0,0,0,0,0
"FUN_024792",0,0,0,0,0,0,0,0,0
"FUN_024793",0,0,0,0,0,0,0,0,0
"FUN_024795",0,0,0,0,0,0,0,0,0
"FUN_024796",0,0,0,0,0,0,0,0,0
"FUN_024797",0,0,0,0,0,0,0,0,0
"FUN_024798",0,0,0,0,0,0,0,0,0
"FUN_024799",0,0,0,0,0,0,0,0,0
"FUN_024801",6,0,22,2,1,2,7,9,0
"FUN_024802",78,12,767,41,133,140,118,62,18
"FUN_024803",49,30,546,30,93,76,15,95,22
"FUN_024805",0,0,0,0,0,0,0,0,0
"FUN_024806",0,0,0,0,5,0,0,0,0
"FUN_024807",141,4,0,0,2,11,0,18,2
"FUN_024808",5,0,0,3,0,13,0,8,0
"FUN_024811",0,0,0,0,0,0,0,0,0
"FUN_024812",53,75,174,27,40,48,44,63,55
"FUN_024813",267,173,626,116,101,200,369,269,114
"FUN_024814",22,6,36,7,7,5,108,39,64
"FUN_024815",346,242,1192,142,140,292,324,481,153
"FUN_024816",126,107,561,169,137,70,183,182,102
"FUN_024818",2789,4424,14200,3223,2464,1803,3139,3363,2468
"FUN_024819",76,95,134,74,46,120,127,160,49
"FUN_024820",79,179,118,160,144,18,112,68,14
"FUN_024821",1,15,23,0,1,0,4,0,0
"FUN_024822",57,88,338,35,63,26,181,113,55
"FUN_024824",45,9,42,50,38,21,90,50,102
"FUN_024825",109,516,1388,297,300,629,168,669,129
"FUN_024827",0,0,0,0,0,0,0,0,2
"FUN_024828",192,114,478,129,119,253,210,254,114
"FUN_024831",10,31,53,12,9,31,25,23,27
"FUN_024833",1328,1565,5693,2001,1211,1703,3857,4019,1597
"FUN_024834",47,39,159,46,55,78,68,175,36
"FUN_024835",700,786,2405,603,577,846,929,1290,664
"FUN_024836",1318,0,3847,0,0,356,1178,1039,569
"FUN_024838",60,3,29,72,0,2347,6,3493,4
"FUN_024841",0,0,0,0,0,0,0,0,0
"FUN_024842",0,0,0,0,0,0,0,0,0
"FUN_024844",0,0,0,0,0,4,0,0,0
"FUN_024851",248,561,1000,403,297,208,584,529,222
"FUN_024853",27,43,80,35,14,62,36,79,17
"FUN_024854",0,26,0,4,3,0,0,0,0
"FUN_024855",1,0,7,0,4,1,2,5,2
"FUN_024857",0,0,0,0,0,0,0,0,0
"FUN_024863",0,0,0,0,0,0,0,0,0
"FUN_024864",0,0,0,3,0,0,0,0,0
"FUN_024866",0,1,0,0,0,0,0,0,0
"FUN_024867",0,0,0,0,0,0,0,0,0
"FUN_024868",494,317,1320,250,218,290,1282,1211,980
"FUN_024869",0,0,0,0,0,0,0,0,0
"FUN_024871",163,467,914,391,294,273,169,236,173
"FUN_024872",0,0,0,0,0,0,0,0,0
"FUN_024876",0,0,0,0,0,0,0,3,0
"FUN_024880",0,0,0,0,0,0,0,0,0
"FUN_024882",0,0,0,0,0,0,0,0,0
"FUN_024886",0,0,0,0,0,0,1,4,0
"FUN_024889",1,13,107,21,11,11,4,5,8
"FUN_024890",0,1,0,0,0,0,0,0,0
"FUN_024891",123,140,442,107,92,246,266,410,172
"FUN_024892",1,2,0,1,0,345,8,548,4
"FUN_024894",0,1,0,0,0,0,0,0,0
"FUN_024895",0,0,0,0,0,5,0,4,0
"FUN_024896",0,0,0,3,0,281,0,384,0
"FUN_024897",30,92,342,122,142,65,89,133,97
"FUN_024899",0,0,0,0,1,0,1,0,0
"FUN_024900",1,9,0,7,8,64,1,27,0
"FUN_024902",3,32,0,8,28,10,24,10,16
"FUN_024904",0,0,0,0,0,0,0,0,0
"FUN_024905",21,0,0,1,7,0,8,15,3
"FUN_024906",0,0,0,0,0,0,0,0,0
"FUN_024907",1,5,0,1,0,0,0,0,3
"FUN_024908",0,0,0,0,0,0,0,4,0
"FUN_024909",0,0,0,0,0,0,0,0,0
"FUN_024910",12,5,94,7,55,51,16,108,0
"FUN_024912",158,83,158,95,54,39,149,95,75
"FUN_024913",0,1,0,0,3,0,0,0,1
"FUN_024914",3,0,0,0,0,0,0,0,0
"FUN_024915",43,0,310,4,12,10,262,122,89
"FUN_024916",0,0,0,0,0,0,0,0,0
"FUN_024917",0,1,0,0,0,0,0,0,0
"FUN_024918",0,0,0,0,0,0,0,0,0
"FUN_024919",3,2,25,1,0,50,5,78,0
"FUN_024920",0,9,0,0,0,0,0,0,0
"FUN_024921",93,0,0,0,0,3,40,4,72
"FUN_024922",115,193,329,177,710,128,229,76,37
"FUN_024925",0,0,0,0,0,0,0,0,0
"FUN_024926",0,3,0,0,4,0,0,0,0
"FUN_024927",3,20,0,4,8,0,0,2,0
"FUN_024928",0,0,0,0,0,0,1,7,0
"FUN_024929",2,7,1,0,1,0,0,0,0
"FUN_024931",0,7,0,0,2,2,27,10,0
"FUN_024932",0,0,0,0,0,0,0,0,0
"FUN_024933",8,0,0,0,0,0,0,0,0
"FUN_024934",14,0,0,0,1,0,0,0,0
"FUN_024935",2056,1672,7399,2764,2667,2156,5633,5564,2573
"FUN_024936",7,0,1,5,8,6,55,15,34
"FUN_024937",474,0,1320,1,3,35,2677,1702,714
"FUN_024938",513,2,1145,0,0,75,2187,2467,759
"FUN_024939",2,0,13,0,0,4,7,9,16
"FUN_024940",4097,3734,2508,3291,37047,2506,32122,7197,5058
"FUN_024941",0,0,0,0,0,1,8,0,0
"FUN_024942",1422,1707,975,1335,13178,912,11440,2822,2144
"FUN_024943",0,0,0,0,0,0,0,0,0
"FUN_024944",0,0,0,0,0,0,0,0,0
"FUN_024945",2,2,0,0,0,3,19,0,0
"FUN_024946",4,0,0,0,0,0,2,1,0
"FUN_024947",0,0,0,0,0,0,0,0,0
"FUN_024948",1,2,0,0,0,0,0,0,7
"FUN_024949",0,0,0,0,0,0,0,0,0
"FUN_024950",3,0,0,0,0,0,0,3,1
"FUN_024951",5,0,0,0,0,0,0,5,0
"FUN_024952",1,0,0,0,0,2,0,3,2
"FUN_024953",0,0,0,0,0,0,0,0,0
"FUN_024954",0,3,0,0,0,0,0,0,0
"FUN_024955",0,0,0,0,0,0,0,0,0
"FUN_024957",0,0,0,0,0,0,0,5,0
"FUN_024958",0,0,0,0,0,0,0,0,0
"FUN_024959",6,0,0,2,0,7,10,13,0
"FUN_024960",48,75,153,46,39,37,35,81,30
"FUN_024961",97,15,83,12,73,53,156,2,57
"FUN_024962",26,0,0,0,0,0,0,0,0
"FUN_024963",0,0,0,0,0,0,0,0,0
"FUN_024964",0,0,0,0,0,0,0,0,0
"FUN_024965",1,0,0,0,0,0,1,0,0
"FUN_024966",0,0,0,1,0,0,0,0,0
"FUN_024967",135,45,193,49,52,85,92,54,30
"FUN_024968",166,167,434,122,134,235,159,107,142
"FUN_024969",90,4,72,15,32,16,51,66,11
"FUN_024970",243,8,41,4,14,6,101,25,198
"FUN_024971",24,82,127,37,67,26,15,35,7
"FUN_024972",98,102,119,77,84,48,59,82,13
"FUN_024973",0,0,0,0,2,3,2,0,0
"FUN_024974",0,0,0,0,0,0,0,0,0
"FUN_024975",0,0,0,0,0,0,0,0,0
"FUN_024976",44,2,0,0,0,0,258,1,621
"FUN_024978",2,0,0,0,0,0,3,0,0
"FUN_024979",37,0,0,0,0,0,7,0,0
"FUN_024982",20,0,0,4,0,0,0,0,0
"FUN_024983",408,115,1611,10,370,213,696,352,18
"FUN_024984",35,0,0,0,0,0,0,1,0
"FUN_024985",1,0,43,4,5,0,5,7,6
"FUN_024986",51,89,130,55,35,22,19,165,34
"FUN_024988",51,5,65,20,2,5,216,164,21
"FUN_024990",5,0,66,1,4,5,10,14,13
"FUN_024991",638,405,1610,449,343,399,1266,751,493
"FUN_024992",0,2,0,1,3,4,8,3,2
"FUN_024993",468,480,1482,429,339,317,793,798,381
"FUN_024995",5,23,12,10,12,8,11,2,0
"FUN_024996",127,100,193,35,44,55,108,153,73
"FUN_024997",1328,856,3153,934,1277,1301,2622,1604,920
"FUN_024998",0,0,0,0,0,0,8,0,0
"FUN_024999",26,2,5,3,29,8,68,116,8
"FUN_025000",0,0,0,0,1,0,0,0,0
"FUN_025003",57,8,46,22,77,425,148,329,22
"FUN_025006",2534,3498,7435,2287,2272,996,2207,2069,834
"FUN_025007",74,191,640,121,133,152,138,175,166
"FUN_025008",10651,11107,32797,9887,11981,5218,23247,18770,12035
"FUN_025009",79,86,109,46,63,49,111,114,38
"FUN_025010",930,794,2049,912,575,461,914,561,265
"FUN_025013",3043,981,8271,1739,1486,2677,5736,3569,1825
"FUN_025015",25,111,90,23,25,55,90,55,82
"FUN_025017",481,564,1185,605,559,209,845,776,256
"FUN_025016",0,0,0,0,0,0,0,0,0
"FUN_025018",237,150,556,138,101,104,341,268,118
"FUN_025019",219,143,261,185,122,57,759,186,520
"FUN_025020",204,75,436,19,71,72,350,421,68
"FUN_025021",0,0,0,0,3,0,0,0,0
"FUN_025022",27,29,142,59,30,38,69,31,35
"FUN_025023",13,10,5,41,9,8,6,7,1
"FUN_025024",16,18,109,59,39,29,99,38,30
"FUN_025026",217,397,624,242,196,240,348,325,230
"FUN_025031",0,0,0,0,0,0,0,0,0
"FUN_025032",10,2,0,11,12,0,7,0,0
"FUN_025035",66,15,41,73,156,14,17,28,7
"FUN_025036",0,0,0,0,0,0,0,0,0
"FUN_025037",0,0,0,0,0,0,0,0,0
"FUN_025038",173,2,1,437,160,167,2,4,87
"FUN_025039",33,78,195,142,171,1396,244,2531,87
"FUN_025041",129,43,379,144,108,125,457,212,97
"FUN_025042",86,35,54,85,37,21,804,19,678
"FUN_025044",0,0,0,1,0,0,1,5,0
"FUN_025046",51,72,266,47,16,27,61,92,28
"FUN_025047",20,20,117,20,22,16,43,23,63
"FUN_025048",17,0,81,1,1,2,13,12,0
"FUN_025049",0,39,0,1,0,0,0,0,0
"FUN_025050",0,7,0,0,0,0,0,0,0
"FUN_025051",0,0,0,0,0,0,0,0,0
"FUN_025052",2,9,15,8,2,1,0,3,0
"FUN_025053",0,0,0,0,0,0,0,0,0
"FUN_025054",0,0,0,0,0,0,0,0,0
"FUN_025055",0,0,0,0,0,0,1,0,0
"FUN_025057",0,0,0,0,7,0,16,1,0
"FUN_025058",0,0,0,0,0,2,0,2,2
"FUN_025059",0,0,0,0,0,0,0,0,0
"FUN_025060",0,0,0,0,0,0,0,0,0
"FUN_025061",6,5,0,2,1,0,2,0,0
"FUN_025064",0,0,0,0,0,0,0,0,0
"FUN_025065",3361,2566,8214,1500,2433,1542,4248,3772,1588
"FUN_025066",2201,1716,6050,5379,2341,2705,6418,2811,2774
"FUN_025067",2409,2672,8842,5695,4706,3482,6296,3139,2915
"FUN_025068",558,335,785,185,240,402,1254,663,781
"FUN_025070",7,0,21,0,4,3,30,7,16
"FUN_025071",192,21,553,21,44,69,293,127,162
"FUN_025072",2,5,28,6,10,10,9,10,12
"FUN_025073",0,0,0,0,0,0,0,0,0
"FUN_025074",146,232,564,233,305,367,453,406,139
"FUN_025075",716,1209,1428,2389,1382,1877,1655,849,293
"FUN_025076",9,20,34,12,6,9,2,23,1
"FUN_025081",6,4,25,74,6,4372,3,5274,4
"FUN_025078",0,0,0,0,0,0,0,0,0
"FUN_025080",0,0,0,0,0,0,0,0,0
"FUN_025082",96,113,553,38,99,78,119,88,35
"FUN_025084",24,11,135,10,8,11,38,17,8
"FUN_025085",52,163,338,122,104,66,97,136,78
"FUN_025090",872,70,2160,487,888,961,2513,467,924
"FUN_025091",0,0,0,2,0,0,0,2,0
"FUN_025093",467,279,898,312,397,245,748,1231,441
"FUN_025094",2,0,16,3,2,249,3,242,1
